Артикул;Назва;Колір;Категорія;Опис;Стиль;Елементи обробки та декору;Силует;Довжина ;Рукав;Матеріал;Розмір;Ціна;Зображення;Колекція;Група;Тема
0790/44/21;Сукня “Урсула” бежева з коричневою вишивкою;бежевий;Одяг/Для жінок/Сукні;Прекрасна лляна літня сукня в романтичному стилі з вишивкою по переду, прямого силуету. Колір вишивки та оздоблювальних деталей планки і бейок контрастний до основного кольору сукні. Конструктивні особливості сукні – занижена лінія талії і спідниця викроєна по косій. Довжина виробу в готовому вигляді 130 см.;Міський(Стріт);Вишивка/Рішельє;Прилеглий;Довга;Без рукава;100% льон;44;1490;0790-21.jpg,0790-394-1.jpg;Літо 2017;Вишитий одяг;Квіти,Міський романс
0790/46/21;Сукня “Урсула” бежева з коричневою вишивкою;бежевий;Одяг/Для жінок/Сукні;Прекрасна лляна літня сукня в романтичному стилі з вишивкою по переду, прямого силуету. Колір вишивки та оздоблювальних деталей планки і бейок контрастний до основного кольору сукні. Конструктивні особливості сукні – занижена лінія талії і спідниця викроєна по косій. Довжина виробу в готовому вигляді 130 см.;Міський(Стріт);Вишивка/Рішельє;Прилеглий;Довга;Без рукава;100% льон;46;1490;0790-21.jpg,0790-394-1.jpg;Літо 2017;Вишитий одяг;Квіти,Міський романс
0790/48/21;Сукня “Урсула” бежева з коричневою вишивкою;бежевий;Одяг/Для жінок/Сукні;Прекрасна лляна літня сукня в романтичному стилі з вишивкою по переду, прямого силуету. Колір вишивки та оздоблювальних деталей планки і бейок контрастний до основного кольору сукні. Конструктивні особливості сукні – занижена лінія талії і спідниця викроєна по косій. Довжина виробу в готовому вигляді 130 см.;Міський(Стріт);Вишивка/Рішельє;Прилеглий;Довга;Без рукава;100% льон;48;1490;0790-21.jpg,0790-394-1.jpg;Літо 2017;Вишитий одяг;Квіти,Міський романс
0790/50/21;Сукня “Урсула” бежева з коричневою вишивкою;бежевий;Одяг/Для жінок/Сукні;Прекрасна лляна літня сукня в романтичному стилі з вишивкою по переду, прямого силуету. Колір вишивки та оздоблювальних деталей планки і бейок контрастний до основного кольору сукні. Конструктивні особливості сукні – занижена лінія талії і спідниця викроєна по косій. Довжина виробу в готовому вигляді 130 см.;Міський(Стріт);Вишивка/Рішельє;Прилеглий;Довга;Без рукава;100% льон;50;1490;0790-21.jpg,0790-394-1.jpg;Літо 2017;Вишитий одяг;Квіти,Міський романс
0790/52/21;Сукня “Урсула” бежева з коричневою вишивкою;бежевий;Одяг/Для жінок/Сукні;Прекрасна лляна літня сукня в романтичному стилі з вишивкою по переду, прямого силуету. Колір вишивки та оздоблювальних деталей планки і бейок контрастний до основного кольору сукні. Конструктивні особливості сукні – занижена лінія талії і спідниця викроєна по косій. Довжина виробу в готовому вигляді 130 см.;Міський(Стріт);Вишивка/Рішельє;Прилеглий;Довга;Без рукава;100% льон;52;1490;0790-21.jpg,0790-394-1.jpg;Літо 2017;Вишитий одяг;Квіти,Міський романс
0790/54/21;Сукня “Урсула” бежева з коричневою вишивкою;бежевий;Одяг/Для жінок/Сукні;Прекрасна лляна літня сукня в романтичному стилі з вишивкою по переду, прямого силуету. Колір вишивки та оздоблювальних деталей планки і бейок контрастний до основного кольору сукні. Конструктивні особливості сукні – занижена лінія талії і спідниця викроєна по косій. Довжина виробу в готовому вигляді 130 см.;Міський(Стріт);Вишивка/Рішельє;Прилеглий;Довга;Без рукава;100% льон;54;1490;0790-21.jpg,0790-394-1.jpg;Літо 2017;Вишитий одяг;Квіти,Міський романс
0790/42/325;Сукня “Урсула” малинова;бордовий;Одяг/Для жінок/Сукні;Прекрасна лляна літня сукня в романтичному стилі з вишивкою по переду, прямого силуету. Колір вишивки та оздоблювальних деталей планки і бейок контрастний до основного кольору сукні. Конструктивні особливості сукні – занижена лінія талії і спідниця викроєна по косій. Довжина виробу в готовому вигляді 130 см.;Міський(Стріт);Вишивка/Рішельє;Прилеглий;Довга;Без рукава;100% льон;42;1490;0790-325.jpg,0790-325-1.jpg;Літо 2017;Вишитий одяг;Квіти,Міський романс
0790/44/325;Сукня “Урсула” малинова;бордовий;Одяг/Для жінок/Сукні;Прекрасна лляна літня сукня в романтичному стилі з вишивкою по переду, прямого силуету. Колір вишивки та оздоблювальних деталей планки і бейок контрастний до основного кольору сукні. Конструктивні особливості сукні – занижена лінія талії і спідниця викроєна по косій. Довжина виробу в готовому вигляді 130 см.;Міський(Стріт);Вишивка/Рішельє;Прилеглий;Довга;Без рукава;100% льон;44;1490;0790-325.jpg,0790-325-1.jpg;Літо 2017;Вишитий одяг;Квіти,Міський романс
0790/46/325;Сукня “Урсула” малинова;бордовий;Одяг/Для жінок/Сукні;Прекрасна лляна літня сукня в романтичному стилі з вишивкою по переду, прямого силуету. Колір вишивки та оздоблювальних деталей планки і бейок контрастний до основного кольору сукні. Конструктивні особливості сукні – занижена лінія талії і спідниця викроєна по косій. Довжина виробу в готовому вигляді 130 см.;Міський(Стріт);Вишивка/Рішельє;Прилеглий;Довга;Без рукава;100% льон;46;1490;0790-325.jpg,0790-325-1.jpg;Літо 2017;Вишитий одяг;Квіти,Міський романс
0790/48/325;Сукня “Урсула” малинова;бордовий;Одяг/Для жінок/Сукні;Прекрасна лляна літня сукня в романтичному стилі з вишивкою по переду, прямого силуету. Колір вишивки та оздоблювальних деталей планки і бейок контрастний до основного кольору сукні. Конструктивні особливості сукні – занижена лінія талії і спідниця викроєна по косій. Довжина виробу в готовому вигляді 130 см.;Міський(Стріт);Вишивка/Рішельє;Прилеглий;Довга;Без рукава;100% льон;48;1490;0790-325.jpg,0790-325-1.jpg;Літо 2017;Вишитий одяг;Квіти,Міський романс
0790/50/325;Сукня “Урсула” малинова;бордовий;Одяг/Для жінок/Сукні;Прекрасна лляна літня сукня в романтичному стилі з вишивкою по переду, прямого силуету. Колір вишивки та оздоблювальних деталей планки і бейок контрастний до основного кольору сукні. Конструктивні особливості сукні – занижена лінія талії і спідниця викроєна по косій. Довжина виробу в готовому вигляді 130 см.;Міський(Стріт);Вишивка/Рішельє;Прилеглий;Довга;Без рукава;100% льон;50;1490;0790-325.jpg,0790-325-1.jpg;Літо 2017;Вишитий одяг;Квіти,Міський романс
0790/52/325;Сукня “Урсула” малинова;бордовий;Одяг/Для жінок/Сукні;Прекрасна лляна літня сукня в романтичному стилі з вишивкою по переду, прямого силуету. Колір вишивки та оздоблювальних деталей планки і бейок контрастний до основного кольору сукні. Конструктивні особливості сукні – занижена лінія талії і спідниця викроєна по косій. Довжина виробу в готовому вигляді 130 см.;Міський(Стріт);Вишивка/Рішельє;Прилеглий;Довга;Без рукава;100% льон;52;1490;0790-325.jpg,0790-325-1.jpg;Літо 2017;Вишитий одяг;Квіти,Міський романс
0790/54/325;Сукня “Урсула” малинова;бордовий;Одяг/Для жінок/Сукні;Прекрасна лляна літня сукня в романтичному стилі з вишивкою по переду, прямого силуету. Колір вишивки та оздоблювальних деталей планки і бейок контрастний до основного кольору сукні. Конструктивні особливості сукні – занижена лінія талії і спідниця викроєна по косій. Довжина виробу в готовому вигляді 130 см.;Міський(Стріт);Вишивка/Рішельє;Прилеглий;Довга;Без рукава;100% льон;54;1490;0790-325.jpg,0790-325-1.jpg;Літо 2017;Вишитий одяг;Квіти,Міський романс
0790/42/394;Сукня “Урсула” бежева з синьою вишивкою;бежевий;Одяг/Для жінок/Сукні;Прекрасна лляна літня сукня в романтичному стилі з вишивкою по переду, прямого силуету. Колір вишивки та оздоблювальних деталей планки і бейок контрастний до основного кольору сукні. Конструктивні особливості сукні – занижена лінія талії і спідниця викроєна по косій. Довжина виробу в готовому вигляді 130 см.;Міський(Стріт);Вишивка/Рішельє;Прилеглий;Довга;Без рукава;100% льон;42;1490;0790-394.jpg,0790-394-1.jpg;Літо 2017;Вишитий одяг;Квіти,Міський романс
0790/44/394;Сукня “Урсула” бежева з синьою вишивкою;бежевий;Одяг/Для жінок/Сукні;Прекрасна лляна літня сукня в романтичному стилі з вишивкою по переду, прямого силуету. Колір вишивки та оздоблювальних деталей планки і бейок контрастний до основного кольору сукні. Конструктивні особливості сукні – занижена лінія талії і спідниця викроєна по косій. Довжина виробу в готовому вигляді 130 см.;Міський(Стріт);Вишивка/Рішельє;Прилеглий;Довга;Без рукава;100% льон;44;1490;0790-394.jpg,0790-394-1.jpg;Літо 2017;Вишитий одяг;Квіти,Міський романс
0790/46/394;Сукня “Урсула” бежева з синьою вишивкою;бежевий;Одяг/Для жінок/Сукні;Прекрасна лляна літня сукня в романтичному стилі з вишивкою по переду, прямого силуету. Колір вишивки та оздоблювальних деталей планки і бейок контрастний до основного кольору сукні. Конструктивні особливості сукні – занижена лінія талії і спідниця викроєна по косій. Довжина виробу в готовому вигляді 130 см.;Міський(Стріт);Вишивка/Рішельє;Прилеглий;Довга;Без рукава;100% льон;46;1490;0790-394.jpg,0790-394-1.jpg;Літо 2017;Вишитий одяг;Квіти,Міський романс
0790/48/394;Сукня “Урсула” бежева з синьою вишивкою;бежевий;Одяг/Для жінок/Сукні;Прекрасна лляна літня сукня в романтичному стилі з вишивкою по переду, прямого силуету. Колір вишивки та оздоблювальних деталей планки і бейок контрастний до основного кольору сукні. Конструктивні особливості сукні – занижена лінія талії і спідниця викроєна по косій. Довжина виробу в готовому вигляді 130 см.;Міський(Стріт);Вишивка/Рішельє;Прилеглий;Довга;Без рукава;100% льон;48;1490;0790-394.jpg,0790-394-1.jpg;Літо 2017;Вишитий одяг;Квіти,Міський романс
0790/50/394;Сукня “Урсула” бежева з синьою вишивкою;бежевий;Одяг/Для жінок/Сукні;Прекрасна лляна літня сукня в романтичному стилі з вишивкою по переду, прямого силуету. Колір вишивки та оздоблювальних деталей планки і бейок контрастний до основного кольору сукні. Конструктивні особливості сукні – занижена лінія талії і спідниця викроєна по косій. Довжина виробу в готовому вигляді 130 см.;Міський(Стріт);Вишивка/Рішельє;Прилеглий;Довга;Без рукава;100% льон;50;1490;0790-394.jpg,0790-394-1.jpg;Літо 2017;Вишитий одяг;Квіти,Міський романс
0790/52/394;Сукня “Урсула” бежева з синьою вишивкою;бежевий;Одяг/Для жінок/Сукні;Прекрасна лляна літня сукня в романтичному стилі з вишивкою по переду, прямого силуету. Колір вишивки та оздоблювальних деталей планки і бейок контрастний до основного кольору сукні. Конструктивні особливості сукні – занижена лінія талії і спідниця викроєна по косій. Довжина виробу в готовому вигляді 130 см.;Міський(Стріт);Вишивка/Рішельє;Прилеглий;Довга;Без рукава;100% льон;52;1490;0790-394.jpg,0790-394-1.jpg;Літо 2017;Вишитий одяг;Квіти,Міський романс
0790/54/394;Сукня “Урсула” бежева з синьою вишивкою;бежевий;Одяг/Для жінок/Сукні;Прекрасна лляна літня сукня в романтичному стилі з вишивкою по переду, прямого силуету. Колір вишивки та оздоблювальних деталей планки і бейок контрастний до основного кольору сукні. Конструктивні особливості сукні – занижена лінія талії і спідниця викроєна по косій. Довжина виробу в готовому вигляді 130 см.;Міський(Стріт);Вишивка/Рішельє;Прилеглий;Довга;Без рукава;100% льон;54;1490;0790-394.jpg,0790-394-1.jpg;Літо 2017;Вишитий одяг;Квіти,Міський романс
0790/42/403;Сукня “Урсула” коричнева;коричневий;Одяг/Для жінок/Сукні;Прекрасна лляна літня сукня в романтичному стилі з вишивкою по переду, прямого силуету. Колір вишивки та оздоблювальних деталей планки і бейок контрастний до основного кольору сукні. Конструктивні особливості сукні – занижена лінія талії і спідниця викроєна по косій. Довжина виробу в готовому вигляді 130 см.;Міський(Стріт);Вишивка/Рішельє;Прилеглий;Довга;Без рукава;100% льон;42;1490;0790-403.jpg,0790-403-1.jpg;Літо 2017;Вишитий одяг;Квіти,Міський романс
0790/44/403;Сукня “Урсула” коричнева;коричневий;Одяг/Для жінок/Сукні;Прекрасна лляна літня сукня в романтичному стилі з вишивкою по переду, прямого силуету. Колір вишивки та оздоблювальних деталей планки і бейок контрастний до основного кольору сукні. Конструктивні особливості сукні – занижена лінія талії і спідниця викроєна по косій. Довжина виробу в готовому вигляді 130 см.;Міський(Стріт);Вишивка/Рішельє;Прилеглий;Довга;Без рукава;100% льон;44;1490;0790-403.jpg,0790-403-1.jpg;Літо 2017;Вишитий одяг;Квіти,Міський романс
0790/46/403;Сукня “Урсула” коричнева;коричневий;Одяг/Для жінок/Сукні;Прекрасна лляна літня сукня в романтичному стилі з вишивкою по переду, прямого силуету. Колір вишивки та оздоблювальних деталей планки і бейок контрастний до основного кольору сукні. Конструктивні особливості сукні – занижена лінія талії і спідниця викроєна по косій. Довжина виробу в готовому вигляді 130 см.;Міський(Стріт);Вишивка/Рішельє;Прилеглий;Довга;Без рукава;100% льон;46;1490;0790-403.jpg,0790-403-1.jpg;Літо 2017;Вишитий одяг;Квіти,Міський романс
0790/48/403;Сукня “Урсула” коричнева;коричневий;Одяг/Для жінок/Сукні;Прекрасна лляна літня сукня в романтичному стилі з вишивкою по переду, прямого силуету. Колір вишивки та оздоблювальних деталей планки і бейок контрастний до основного кольору сукні. Конструктивні особливості сукні – занижена лінія талії і спідниця викроєна по косій. Довжина виробу в готовому вигляді 130 см.;Міський(Стріт);Вишивка/Рішельє;Прилеглий;Довга;Без рукава;100% льон;48;1490;0790-403.jpg,0790-403-1.jpg;Літо 2017;Вишитий одяг;Квіти,Міський романс
0790/50/403;Сукня “Урсула” коричнева;коричневий;Одяг/Для жінок/Сукні;Прекрасна лляна літня сукня в романтичному стилі з вишивкою по переду, прямого силуету. Колір вишивки та оздоблювальних деталей планки і бейок контрастний до основного кольору сукні. Конструктивні особливості сукні – занижена лінія талії і спідниця викроєна по косій. Довжина виробу в готовому вигляді 130 см.;Міський(Стріт);Вишивка/Рішельє;Прилеглий;Довга;Без рукава;100% льон;50;1490;0790-403.jpg,0790-403-1.jpg;Літо 2017;Вишитий одяг;Квіти,Міський романс
0790/52/403;Сукня “Урсула” коричнева;коричневий;Одяг/Для жінок/Сукні;Прекрасна лляна літня сукня в романтичному стилі з вишивкою по переду, прямого силуету. Колір вишивки та оздоблювальних деталей планки і бейок контрастний до основного кольору сукні. Конструктивні особливості сукні – занижена лінія талії і спідниця викроєна по косій. Довжина виробу в готовому вигляді 130 см.;Міський(Стріт);Вишивка/Рішельє;Прилеглий;Довга;Без рукава;100% льон;52;1490;0790-403.jpg,0790-403-1.jpg;Літо 2017;Вишитий одяг;Квіти,Міський романс
0790/54/403;Сукня “Урсула” коричнева;коричневий;Одяг/Для жінок/Сукні;Прекрасна лляна літня сукня в романтичному стилі з вишивкою по переду, прямого силуету. Колір вишивки та оздоблювальних деталей планки і бейок контрастний до основного кольору сукні. Конструктивні особливості сукні – занижена лінія талії і спідниця викроєна по косій. Довжина виробу в готовому вигляді 130 см.;Міський(Стріт);Вишивка/Рішельє;Прилеглий;Довга;Без рукава;100% льон;54;1490;0790-403.jpg,0790-403-1.jpg;Літо 2017;Вишитий одяг;Квіти,Міський романс
0799/42/1199;Сукня “Актуаль” жовта;жовтий;Одяг/Для жінок/Сукні;Сучасна довга сукня без рукавів з круглою горловиною та застібкою по переду. Спідниця сукні пришита накладним швом до верхньої частини і має декоративний пасок із лляних ниток. В бічних швах розташовані внутрішні кишені. Довжина сукні: 132 см.;Міський(Стріт);;Прилеглий;Довга;Без рукава;100% льон;42;1490;0799-1199.jpg,0799-1199-1.jpg;Літо 2017;;Міський романс,Вікенд
0799/44/1199;Сукня “Актуаль” жовта;жовтий;Одяг/Для жінок/Сукні;Сучасна довга сукня без рукавів з круглою горловиною та застібкою по переду. Спідниця сукні пришита накладним швом до верхньої частини і має декоративний пасок із лляних ниток. В бічних швах розташовані внутрішні кишені. Довжина сукні: 132 см.;Міський(Стріт);;Прилеглий;Довга;Без рукава;100% льон;44;1490;0799-1199.jpg,0799-1199-1.jpg;Літо 2017;;Міський романс,Вікенд
0799/46/1199;Сукня “Актуаль” жовта;жовтий;Одяг/Для жінок/Сукні;Сучасна довга сукня без рукавів з круглою горловиною та застібкою по переду. Спідниця сукні пришита накладним швом до верхньої частини і має декоративний пасок із лляних ниток. В бічних швах розташовані внутрішні кишені. Довжина сукні: 132 см.;Міський(Стріт);;Прилеглий;Довга;Без рукава;100% льон;46;1490;0799-1199.jpg,0799-1199-1.jpg;Літо 2017;;Міський романс,Вікенд
0799/48/1199;Сукня “Актуаль” жовта;жовтий;Одяг/Для жінок/Сукні;Сучасна довга сукня без рукавів з круглою горловиною та застібкою по переду. Спідниця сукні пришита накладним швом до верхньої частини і має декоративний пасок із лляних ниток. В бічних швах розташовані внутрішні кишені. Довжина сукні: 132 см.;Міський(Стріт);;Прилеглий;Довга;Без рукава;100% льон;48;1490;0799-1199.jpg,0799-1199-1.jpg;Літо 2017;;Міський романс,Вікенд
0799/42/474;Сукня “Актуаль” синя;синій;Одяг/Для жінок/Сукні;Сучасна довга сукня без рукавів з круглою горловиною та застібкою по переду. Спідниця сукні пришита накладним швом до верхньої частини і має декоративний пасок із лляних ниток. В бічних швах розташовані внутрішні кишені. Довжина сукні: 132 см.;Міський(Стріт);;Прилеглий;Довга;Без рукава;100% льон;42;1490;0799-474.jpg,0799-474-1.jpg;Літо 2017;;Міський романс,Вікенд
0799/44/474;Сукня “Актуаль” синя;синій;Одяг/Для жінок/Сукні;Сучасна довга сукня без рукавів з круглою горловиною та застібкою по переду. Спідниця сукні пришита накладним швом до верхньої частини і має декоративний пасок із лляних ниток. В бічних швах розташовані внутрішні кишені. Довжина сукні: 132 см.;Міський(Стріт);;Прилеглий;Довга;Без рукава;100% льон;44;1490;0799-474.jpg,0799-474-1.jpg;Літо 2017;;Міський романс,Вікенд
0799/46/474;Сукня “Актуаль” синя;синій;Одяг/Для жінок/Сукні;Сучасна довга сукня без рукавів з круглою горловиною та застібкою по переду. Спідниця сукні пришита накладним швом до верхньої частини і має декоративний пасок із лляних ниток. В бічних швах розташовані внутрішні кишені. Довжина сукні: 132 см.;Міський(Стріт);;Прилеглий;Довга;Без рукава;100% льон;46;1490;0799-474.jpg,0799-474-1.jpg;Літо 2017;;Міський романс,Вікенд
0799/48/474;Сукня “Актуаль” синя;синій;Одяг/Для жінок/Сукні;Сучасна довга сукня без рукавів з круглою горловиною та застібкою по переду. Спідниця сукні пришита накладним швом до верхньої частини і має декоративний пасок із лляних ниток. В бічних швах розташовані внутрішні кишені. Довжина сукні: 132 см.;Міський(Стріт);;Прилеглий;Довга;Без рукава;100% льон;48;1490;0799-474.jpg,0799-474-1.jpg;Літо 2017;;Міський романс,Вікенд
0799/42/690;Сукня “Актуаль” терракотова;червоний;Одяг/Для жінок/Сукні;Сучасна довга сукня без рукавів з круглою горловиною та застібкою по переду. Спідниця сукні пришита накладним швом до верхньої частини і має декоративний пасок із лляних ниток. В бічних швах розташовані внутрішні кишені. Довжина сукні: 132 см.;Міський(Стріт);;Прилеглий;Довга;Без рукава;100% льон;42;1490;0799-690.jpg,0799-690-1.jpg;Літо 2017;;Міський романс,Вікенд
0799/44/690;Сукня “Актуаль” терракотова;червоний;Одяг/Для жінок/Сукні;Сучасна довга сукня без рукавів з круглою горловиною та застібкою по переду. Спідниця сукні пришита накладним швом до верхньої частини і має декоративний пасок із лляних ниток. В бічних швах розташовані внутрішні кишені. Довжина сукні: 132 см.;Міський(Стріт);;Прилеглий;Довга;Без рукава;100% льон;44;1490;0799-690.jpg,0799-690-1.jpg;Літо 2017;;Міський романс,Вікенд
0799/46/690;Сукня “Актуаль” терракотова;червоний;Одяг/Для жінок/Сукні;Сучасна довга сукня без рукавів з круглою горловиною та застібкою по переду. Спідниця сукні пришита накладним швом до верхньої частини і має декоративний пасок із лляних ниток. В бічних швах розташовані внутрішні кишені. Довжина сукні: 132 см.;Міський(Стріт);;Прилеглий;Довга;Без рукава;100% льон;46;1490;0799-690.jpg,0799-690-1.jpg;Літо 2017;;Міський романс,Вікенд
0799/48/690;Сукня “Актуаль” терракотова;червоний;Одяг/Для жінок/Сукні;Сучасна довга сукня без рукавів з круглою горловиною та застібкою по переду. Спідниця сукні пришита накладним швом до верхньої частини і має декоративний пасок із лляних ниток. В бічних швах розташовані внутрішні кишені. Довжина сукні: 132 см.;Міський(Стріт);;Прилеглий;Довга;Без рукава;100% льон;48;1490;0799-690.jpg,0799-690-1.jpg;Літо 2017;;Міський романс,Вікенд
0799/42/8;Сукня “Актуаль” хакі;зелений;Одяг/Для жінок/Сукні;Сучасна довга сукня без рукавів з круглою горловиною та застібкою по переду. Спідниця сукні пришита накладним швом до верхньої частини і має декоративний пасок із лляних ниток. В бічних швах розташовані внутрішні кишені. Довжина сукні: 132 см.;Міський(Стріт);;Прилеглий;Довга;Без рукава;100% льон;42;1490;0799-8.jpg,0799-8-1.jpg;Літо 2017;;Міський романс,Вікенд
0799/44/8;Сукня “Актуаль” хакі;зелений;Одяг/Для жінок/Сукні;Сучасна довга сукня без рукавів з круглою горловиною та застібкою по переду. Спідниця сукні пришита накладним швом до верхньої частини і має декоративний пасок із лляних ниток. В бічних швах розташовані внутрішні кишені. Довжина сукні: 132 см.;Міський(Стріт);;Прилеглий;Довга;Без рукава;100% льон;44;1490;0799-8.jpg,0799-8-1.jpg;Літо 2017;;Міський романс,Вікенд
0799/46/8;Сукня “Актуаль” хакі;зелений;Одяг/Для жінок/Сукні;Сучасна довга сукня без рукавів з круглою горловиною та застібкою по переду. Спідниця сукні пришита накладним швом до верхньої частини і має декоративний пасок із лляних ниток. В бічних швах розташовані внутрішні кишені. Довжина сукні: 132 см.;Міський(Стріт);;Прилеглий;Довга;Без рукава;100% льон;46;1490;0799-8.jpg,0799-8-1.jpg;Літо 2017;;Міський романс,Вікенд
0799/48/8;Сукня “Актуаль” хакі;зелений;Одяг/Для жінок/Сукні;Сучасна довга сукня без рукавів з круглою горловиною та застібкою по переду. Спідниця сукні пришита накладним швом до верхньої частини і має декоративний пасок із лляних ниток. В бічних швах розташовані внутрішні кишені. Довжина сукні: 132 см.;Міський(Стріт);;Прилеглий;Довга;Без рукава;100% льон;48;1490;0799-8.jpg,0799-8-1.jpg;Літо 2017;;Міський романс,Вікенд
0802/42/1283;Сукня “Айоланта” бордова;бордовий;Одяг/Для жінок/Сукні;Сучасна офісна сукня з довгим рукавом реглан. Горловина кругла, по переду розташована планка, яка оздоблена контрастною стрічкою. Планка застібається на петлі та ґудзики. Також контрастна стрічка прикрашає горловину спинки та рукави. В рельєфних швах розташовані внутрішні кишені, оздоблені стрічкою. Довжина сукні: 123 см. Довжина рукава: 63 см.;Міський(Стріт);;Прямий;Довга;Довгий;100% льон;42;1490;0802-1283.jpg,0802-1283-1.jpg;Літо 2017;;Міський романс,Вікенд
0802/44/1283;Сукня “Айоланта” бордова;бордовий;Одяг/Для жінок/Сукні;Сучасна офісна сукня з довгим рукавом реглан. Горловина кругла, по переду розташована планка, яка оздоблена контрастною стрічкою. Планка застібається на петлі та ґудзики. Також контрастна стрічка прикрашає горловину спинки та рукави. В рельєфних швах розташовані внутрішні кишені, оздоблені стрічкою. Довжина сукні: 123 см. Довжина рукава: 63 см.;Міський(Стріт);;Прямий;Довга;Довгий;100% льон;44;1490;0802-1283.jpg,0802-1283-1.jpg;Літо 2017;;Міський романс,Вікенд
0802/46/1283;Сукня “Айоланта” бордова;бордовий;Одяг/Для жінок/Сукні;Сучасна офісна сукня з довгим рукавом реглан. Горловина кругла, по переду розташована планка, яка оздоблена контрастною стрічкою. Планка застібається на петлі та ґудзики. Також контрастна стрічка прикрашає горловину спинки та рукави. В рельєфних швах розташовані внутрішні кишені, оздоблені стрічкою. Довжина сукні: 123 см. Довжина рукава: 63 см.;Міський(Стріт);;Прямий;Довга;Довгий;100% льон;46;1490;0802-1283.jpg,0802-1283-1.jpg;Літо 2017;;Міський романс,Вікенд
0802/48/1283;Сукня “Айоланта” бордова;бордовий;Одяг/Для жінок/Сукні;Сучасна офісна сукня з довгим рукавом реглан. Горловина кругла, по переду розташована планка, яка оздоблена контрастною стрічкою. Планка застібається на петлі та ґудзики. Також контрастна стрічка прикрашає горловину спинки та рукави. В рельєфних швах розташовані внутрішні кишені, оздоблені стрічкою. Довжина сукні: 123 см. Довжина рукава: 63 см.;Міський(Стріт);;Прямий;Довга;Довгий;100% льон;48;1490;0802-1283.jpg,0802-1283-1.jpg;Літо 2017;;Міський романс,Вікенд
0802/50/1283;Сукня “Айоланта” бордова;бордовий;Одяг/Для жінок/Сукні;Сучасна офісна сукня з довгим рукавом реглан. Горловина кругла, по переду розташована планка, яка оздоблена контрастною стрічкою. Планка застібається на петлі та ґудзики. Також контрастна стрічка прикрашає горловину спинки та рукави. В рельєфних швах розташовані внутрішні кишені, оздоблені стрічкою. Довжина сукні: 123 см. Довжина рукава: 63 см.;Міський(Стріт);;Прямий;Довга;Довгий;100% льон;50;1490;0802-1283.jpg,0802-1283-1.jpg;Літо 2017;;Міський романс,Вікенд
0802/52/1283;Сукня “Айоланта” бордова;бордовий;Одяг/Для жінок/Сукні;Сучасна офісна сукня з довгим рукавом реглан. Горловина кругла, по переду розташована планка, яка оздоблена контрастною стрічкою. Планка застібається на петлі та ґудзики. Також контрастна стрічка прикрашає горловину спинки та рукави. В рельєфних швах розташовані внутрішні кишені, оздоблені стрічкою. Довжина сукні: 123 см. Довжина рукава: 63 см.;Міський(Стріт);;Прямий;Довга;Довгий;100% льон;52;1490;0802-1283.jpg,0802-1283-1.jpg;Літо 2017;;Міський романс,Вікенд
0802/54/1283;Сукня “Айоланта” бордова;бордовий;Одяг/Для жінок/Сукні;Сучасна офісна сукня з довгим рукавом реглан. Горловина кругла, по переду розташована планка, яка оздоблена контрастною стрічкою. Планка застібається на петлі та ґудзики. Також контрастна стрічка прикрашає горловину спинки та рукави. В рельєфних швах розташовані внутрішні кишені, оздоблені стрічкою. Довжина сукні: 123 см. Довжина рукава: 63 см.;Міський(Стріт);;Прямий;Довга;Довгий;100% льон;54;1490;0802-1283.jpg,0802-1283-1.jpg;Літо 2017;;Міський романс,Вікенд
0802/42/1381;Сукня “Айоланта” синьо-сіра;синій;Одяг/Для жінок/Сукні;Сучасна офісна сукня з довгим рукавом реглан. Горловина кругла, по переду розташована планка, яка оздоблена контрастною стрічкою. Планка застібається на петлі та ґудзики. Також контрастна стрічка прикрашає горловину спинки та рукави. В рельєфних швах розташовані внутрішні кишені, оздоблені стрічкою. Довжина сукні: 123 см. Довжина рукава: 63 см.;Міський(Стріт);;Прямий;Довга;Довгий;100% льон;42;1490;0802-1381.jpg,0802-1381-1.jpg;Літо 2017;;Міський романс,Вікенд
0802/44/1381;Сукня “Айоланта” синьо-сіра;синій;Одяг/Для жінок/Сукні;Сучасна офісна сукня з довгим рукавом реглан. Горловина кругла, по переду розташована планка, яка оздоблена контрастною стрічкою. Планка застібається на петлі та ґудзики. Також контрастна стрічка прикрашає горловину спинки та рукави. В рельєфних швах розташовані внутрішні кишені, оздоблені стрічкою. Довжина сукні: 123 см. Довжина рукава: 63 см.;Міський(Стріт);;Прямий;Довга;Довгий;100% льон;44;1490;0802-1381.jpg,0802-1381-1.jpg;Літо 2017;;Міський романс,Вікенд
