Артикул;Название;Цвет;Категория;Описание;Состав;Размер;Цена;Изображение;Основной цвет;Коллекция;Группа;Тема;Название акции;Скидка
0821/50/1234;Сукня “Регіна”;бірюзова;Одяг/Сукні;Сукня напівприлеглого силуету, з застібкою тасьмою «блискавка» у середньому шві спинки, з кишенями у бокових швах, з вишивкою та декоративним поясом-шнуром. Довжина сукні по середині спинки 95 — 100 см.;100% льон;;1490;0821-1234.jpg;;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс;;
0821/52/1234;Сукня “Регіна”;бірюзова;Одяг/Сукні;Сукня напівприлеглого силуету, з застібкою тасьмою «блискавка» у середньому шві спинки, з кишенями у бокових швах, з вишивкою та декоративним поясом-шнуром. Довжина сукні по середині спинки 95 — 100 см.;100% льон;;1490;0821-1234.jpg;;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс;;
0821/54/1234;Сукня “Регіна”;бірюзова;Одяг/Сукні;Сукня напівприлеглого силуету, з застібкою тасьмою «блискавка» у середньому шві спинки, з кишенями у бокових швах, з вишивкою та декоративним поясом-шнуром. Довжина сукні по середині спинки 95 — 100 см.;100% льон;;1490;0821-1234.jpg;;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс;;
0821/56/1234;Сукня “Регіна”;бірюзова;Одяг/Сукні;Сукня напівприлеглого силуету, з застібкою тасьмою «блискавка» у середньому шві спинки, з кишенями у бокових швах, з вишивкою та декоративним поясом-шнуром. Довжина сукні по середині спинки 95 — 100 см.;100% льон;;1490;0821-1234.jpg;;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс;;
0821/58/1234;Сукня “Регіна”;бірюзова;Одяг/Сукні;Сукня напівприлеглого силуету, з застібкою тасьмою «блискавка» у середньому шві спинки, з кишенями у бокових швах, з вишивкою та декоративним поясом-шнуром. Довжина сукні по середині спинки 95 — 100 см.;100% льон;;1490;0821-1234.jpg;;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс;;
0822/42/101;Сукня “Соломія”;біла;Одяг/Сукні;Офісна сукня класичного стилю, прямого силуету. В бокових швах - внутрішні кишені. По пілочці розташована застібка на планку. З кожного боку від планки розміщені по три ряди защіпів. Низ виробу оздоблен вишивкою квітів. Низ рукава оброблен манжетою з застібкою на петлю та ґудзик.  Горловина оброблена бейкою. Рукав реглан, довжиною ¾. Довжина виробу в розмірах 84-100 - 89 см., 104-108 - 93 см.;100% льон;;1490;0822-101.jpg,0822-101-1.jpg;*****;Літо 2017;Вишитий одяг;Маки,Симфонія квітів;;
0822/44/101;Сукня “Соломія”;біла;Одяг/Сукні;Офісна сукня класичного стилю, прямого силуету. В бокових швах - внутрішні кишені. По пілочці розташована застібка на планку. З кожного боку від планки розміщені по три ряди защіпів. Низ виробу оздоблен вишивкою квітів. Низ рукава оброблен манжетою з застібкою на петлю та ґудзик.  Горловина оброблена бейкою. Рукав реглан, довжиною ¾. Довжина виробу в розмірах 84-100 - 89 см., 104-108 - 93 см.;100% льон;;1490;0822-101.jpg,0822-101-1.jpg;;Літо 2017;Вишитий одяг;Маки,Симфонія квітів;;
0822/46/101;Сукня “Соломія”;біла;Одяг/Сукні;Офісна сукня класичного стилю, прямого силуету. В бокових швах - внутрішні кишені. По пілочці розташована застібка на планку. З кожного боку від планки розміщені по три ряди защіпів. Низ виробу оздоблен вишивкою квітів. Низ рукава оброблен манжетою з застібкою на петлю та ґудзик.  Горловина оброблена бейкою. Рукав реглан, довжиною ¾. Довжина виробу в розмірах 84-100 - 89 см., 104-108 - 93 см.;100% льон;;1490;0822-101.jpg,0822-101-1.jpg;;Літо 2017;Вишитий одяг;Маки,Симфонія квітів;;
0822/48/101;Сукня “Соломія”;біла;Одяг/Сукні;Офісна сукня класичного стилю, прямого силуету. В бокових швах - внутрішні кишені. По пілочці розташована застібка на планку. З кожного боку від планки розміщені по три ряди защіпів. Низ виробу оздоблен вишивкою квітів. Низ рукава оброблен манжетою з застібкою на петлю та ґудзик.  Горловина оброблена бейкою. Рукав реглан, довжиною ¾. Довжина виробу в розмірах 84-100 - 89 см., 104-108 - 93 см.;100% льон;;1490;0822-101.jpg,0822-101-1.jpg;;Літо 2017;Вишитий одяг;Маки,Симфонія квітів;;
0822/50/101;Сукня “Соломія”;біла;Одяг/Сукні;Офісна сукня класичного стилю, прямого силуету. В бокових швах - внутрішні кишені. По пілочці розташована застібка на планку. З кожного боку від планки розміщені по три ряди защіпів. Низ виробу оздоблен вишивкою квітів. Низ рукава оброблен манжетою з застібкою на петлю та ґудзик.  Горловина оброблена бейкою. Рукав реглан, довжиною ¾. Довжина виробу в розмірах 84-100 - 89 см., 104-108 - 93 см.;100% льон;;1490;0822-101.jpg,0822-101-1.jpg;;Літо 2017;Вишитий одяг;Маки,Симфонія квітів;;
0822/52/101;Сукня “Соломія”;біла;Одяг/Сукні;Офісна сукня класичного стилю, прямого силуету. В бокових швах - внутрішні кишені. По пілочці розташована застібка на планку. З кожного боку від планки розміщені по три ряди защіпів. Низ виробу оздоблен вишивкою квітів. Низ рукава оброблен манжетою з застібкою на петлю та ґудзик.  Горловина оброблена бейкою. Рукав реглан, довжиною ¾. Довжина виробу в розмірах 84-100 - 89 см., 104-108 - 93 см.;100% льон;;1490;0822-101.jpg,0822-101-1.jpg;;Літо 2017;Вишитий одяг;Маки,Симфонія квітів;;
0822/54/101;Сукня “Соломія”;біла;Одяг/Сукні;Офісна сукня класичного стилю, прямого силуету. В бокових швах - внутрішні кишені. По пілочці розташована застібка на планку. З кожного боку від планки розміщені по три ряди защіпів. Низ виробу оздоблен вишивкою квітів. Низ рукава оброблен манжетою з застібкою на петлю та ґудзик.  Горловина оброблена бейкою. Рукав реглан, довжиною ¾. Довжина виробу в розмірах 84-100 - 89 см., 104-108 - 93 см.;100% льон;;1490;0822-101.jpg,0822-101-1.jpg;;Літо 2017;Вишитий одяг;Маки,Симфонія квітів;;
0822/42/1264;Сукня “Соломія”;салатова;Одяг/Сукні;Офісна сукня класичного стилю, прямого силуету. В бокових швах - внутрішні кишені. По пілочці розташована застібка на планку. З кожного боку від планки розміщені по три ряди защіпів. Низ виробу оздоблен вишивкою квітів. Низ рукава оброблен манжетою з застібкою на петлю та ґудзик.  Горловина оброблена бейкою. Рукав реглан, довжиною ¾. Довжина виробу в розмірах 84-100 - 89 см., 104-108 - 93 см.;100% льон;;1490;0822-1264.jpg,0822-1264-1.jpg;;Літо 2017;Вишитий одяг;Маки,Симфонія квітів;;
0822/44/1264;Сукня “Соломія”;салатова;Одяг/Сукні;Офісна сукня класичного стилю, прямого силуету. В бокових швах - внутрішні кишені. По пілочці розташована застібка на планку. З кожного боку від планки розміщені по три ряди защіпів. Низ виробу оздоблен вишивкою квітів. Низ рукава оброблен манжетою з застібкою на петлю та ґудзик.  Горловина оброблена бейкою. Рукав реглан, довжиною ¾. Довжина виробу в розмірах 84-100 - 89 см., 104-108 - 93 см.;100% льон;;1490;0822-1264.jpg,0822-1264-1.jpg;;Літо 2017;Вишитий одяг;Маки,Симфонія квітів;;
0822/46/1264;Сукня “Соломія”;салатова;Одяг/Сукні;Офісна сукня класичного стилю, прямого силуету. В бокових швах - внутрішні кишені. По пілочці розташована застібка на планку. З кожного боку від планки розміщені по три ряди защіпів. Низ виробу оздоблен вишивкою квітів. Низ рукава оброблен манжетою з застібкою на петлю та ґудзик.  Горловина оброблена бейкою. Рукав реглан, довжиною ¾. Довжина виробу в розмірах 84-100 - 89 см., 104-108 - 93 см.;100% льон;;1490;0822-1264.jpg,0822-1264-1.jpg;;Літо 2017;Вишитий одяг;Маки,Симфонія квітів;;
0822/48/1264;Сукня “Соломія”;салатова;Одяг/Сукні;Офісна сукня класичного стилю, прямого силуету. В бокових швах - внутрішні кишені. По пілочці розташована застібка на планку. З кожного боку від планки розміщені по три ряди защіпів. Низ виробу оздоблен вишивкою квітів. Низ рукава оброблен манжетою з застібкою на петлю та ґудзик.  Горловина оброблена бейкою. Рукав реглан, довжиною ¾. Довжина виробу в розмірах 84-100 - 89 см., 104-108 - 93 см.;100% льон;;1490;0822-1264.jpg,0822-1264-1.jpg;;Літо 2017;Вишитий одяг;Маки,Симфонія квітів;;
0822/50/1264;Сукня “Соломія”;салатова;Одяг/Сукні;Офісна сукня класичного стилю, прямого силуету. В бокових швах - внутрішні кишені. По пілочці розташована застібка на планку. З кожного боку від планки розміщені по три ряди защіпів. Низ виробу оздоблен вишивкою квітів. Низ рукава оброблен манжетою з застібкою на петлю та ґудзик.  Горловина оброблена бейкою. Рукав реглан, довжиною ¾. Довжина виробу в розмірах 84-100 - 89 см., 104-108 - 93 см.;100% льон;;1490;0822-1264.jpg,0822-1264-1.jpg;;Літо 2017;Вишитий одяг;Маки,Симфонія квітів;;
0822/52/1264;Сукня “Соломія”;салатова;Одяг/Сукні;Офісна сукня класичного стилю, прямого силуету. В бокових швах - внутрішні кишені. По пілочці розташована застібка на планку. З кожного боку від планки розміщені по три ряди защіпів. Низ виробу оздоблен вишивкою квітів. Низ рукава оброблен манжетою з застібкою на петлю та ґудзик.  Горловина оброблена бейкою. Рукав реглан, довжиною ¾. Довжина виробу в розмірах 84-100 - 89 см., 104-108 - 93 см.;100% льон;;1490;0822-1264.jpg,0822-1264-1.jpg;;Літо 2017;Вишитий одяг;Маки,Симфонія квітів;;
0822/54/1264;Сукня “Соломія”;салатова;Одяг/Сукні;Офісна сукня класичного стилю, прямого силуету. В бокових швах - внутрішні кишені. По пілочці розташована застібка на планку. З кожного боку від планки розміщені по три ряди защіпів. Низ виробу оздоблен вишивкою квітів. Низ рукава оброблен манжетою з застібкою на петлю та ґудзик.  Горловина оброблена бейкою. Рукав реглан, довжиною ¾. Довжина виробу в розмірах 84-100 - 89 см., 104-108 - 93 см.;100% льон;;1490;0822-1264.jpg,0822-1264-1.jpg;;Літо 2017;Вишитий одяг;Маки,Симфонія квітів;;
0822/42/1309;Сукня “Соломія”;червона;Одяг/Сукні;Офісна сукня класичного стилю, прямого силуету. В бокових швах - внутрішні кишені. По пілочці розташована застібка на планку. З кожного боку від планки розміщені по три ряди защіпів. Низ виробу оздоблен вишивкою квітів. Низ рукава оброблен манжетою з застібкою на петлю та ґудзик.  Горловина оброблена бейкою. Рукав реглан, довжиною ¾. Довжина виробу в розмірах 84-100 - 89 см., 104-108 - 93 см.;100% льон;;1490;0822-1309.jpg,0822-1309-1.jpg;;Літо 2017;Вишитий одяг;Маки,Симфонія квітів;;
0822/44/1309;Сукня “Соломія”;червона;Одяг/Сукні;Офісна сукня класичного стилю, прямого силуету. В бокових швах - внутрішні кишені. По пілочці розташована застібка на планку. З кожного боку від планки розміщені по три ряди защіпів. Низ виробу оздоблен вишивкою квітів. Низ рукава оброблен манжетою з застібкою на петлю та ґудзик.  Горловина оброблена бейкою. Рукав реглан, довжиною ¾. Довжина виробу в розмірах 84-100 - 89 см., 104-108 - 93 см.;100% льон;;1490;0822-1309.jpg,0822-1309-1.jpg;;Літо 2017;Вишитий одяг;Маки,Симфонія квітів;;
0822/46/1309;Сукня “Соломія”;червона;Одяг/Сукні;Офісна сукня класичного стилю, прямого силуету. В бокових швах - внутрішні кишені. По пілочці розташована застібка на планку. З кожного боку від планки розміщені по три ряди защіпів. Низ виробу оздоблен вишивкою квітів. Низ рукава оброблен манжетою з застібкою на петлю та ґудзик.  Горловина оброблена бейкою. Рукав реглан, довжиною ¾. Довжина виробу в розмірах 84-100 - 89 см., 104-108 - 93 см.;100% льон;;1490;0822-1309.jpg,0822-1309-1.jpg;;Літо 2017;Вишитий одяг;Маки,Симфонія квітів;;
0822/48/1309;Сукня “Соломія”;червона;Одяг/Сукні;Офісна сукня класичного стилю, прямого силуету. В бокових швах - внутрішні кишені. По пілочці розташована застібка на планку. З кожного боку від планки розміщені по три ряди защіпів. Низ виробу оздоблен вишивкою квітів. Низ рукава оброблен манжетою з застібкою на петлю та ґудзик.  Горловина оброблена бейкою. Рукав реглан, довжиною ¾. Довжина виробу в розмірах 84-100 - 89 см., 104-108 - 93 см.;100% льон;;1490;0822-1309.jpg,0822-1309-1.jpg;;Літо 2017;Вишитий одяг;Маки,Симфонія квітів;;
0822/50/1309;Сукня “Соломія”;червона;Одяг/Сукні;Офісна сукня класичного стилю, прямого силуету. В бокових швах - внутрішні кишені. По пілочці розташована застібка на планку. З кожного боку від планки розміщені по три ряди защіпів. Низ виробу оздоблен вишивкою квітів. Низ рукава оброблен манжетою з застібкою на петлю та ґудзик.  Горловина оброблена бейкою. Рукав реглан, довжиною ¾. Довжина виробу в розмірах 84-100 - 89 см., 104-108 - 93 см.;100% льон;;1490;0822-1309.jpg,0822-1309-1.jpg;;Літо 2017;Вишитий одяг;Маки,Симфонія квітів;;
0822/52/1309;Сукня “Соломія”;червона;Одяг/Сукні;Офісна сукня класичного стилю, прямого силуету. В бокових швах - внутрішні кишені. По пілочці розташована застібка на планку. З кожного боку від планки розміщені по три ряди защіпів. Низ виробу оздоблен вишивкою квітів. Низ рукава оброблен манжетою з застібкою на петлю та ґудзик.  Горловина оброблена бейкою. Рукав реглан, довжиною ¾. Довжина виробу в розмірах 84-100 - 89 см., 104-108 - 93 см.;100% льон;;1490;0822-1309.jpg,0822-1309-1.jpg;;Літо 2017;Вишитий одяг;Маки,Симфонія квітів;;
0822/54/1309;Сукня “Соломія”;червона;Одяг/Сукні;Офісна сукня класичного стилю, прямого силуету. В бокових швах - внутрішні кишені. По пілочці розташована застібка на планку. З кожного боку від планки розміщені по три ряди защіпів. Низ виробу оздоблен вишивкою квітів. Низ рукава оброблен манжетою з застібкою на петлю та ґудзик.  Горловина оброблена бейкою. Рукав реглан, довжиною ¾. Довжина виробу в розмірах 84-100 - 89 см., 104-108 - 93 см.;100% льон;;1490;0822-1309.jpg,0822-1309-1.jpg;;Літо 2017;Вишитий одяг;Маки,Симфонія квітів;;
0822/42/443;Сукня “Соломія”;темно-синя;Одяг/Сукні;Офісна сукня класичного стилю, прямого силуету. В бокових швах - внутрішні кишені. По пілочці розташована застібка на планку. З кожного боку від планки розміщені по три ряди защіпів. Низ виробу оздоблен вишивкою квітів. Низ рукава оброблен манжетою з застібкою на петлю та ґудзик.  Горловина оброблена бейкою. Рукав реглан, довжиною ¾. Довжина виробу в розмірах 84-100 - 89 см., 104-108 - 93 см.;100% льон;;1490;0822-443.jpg,0822-443-1.jpg;;Літо 2017;Вишитий одяг;Маки,Симфонія квітів;;
0822/44/443;Сукня “Соломія”;темно-синя;Одяг/Сукні;Офісна сукня класичного стилю, прямого силуету. В бокових швах - внутрішні кишені. По пілочці розташована застібка на планку. З кожного боку від планки розміщені по три ряди защіпів. Низ виробу оздоблен вишивкою квітів. Низ рукава оброблен манжетою з застібкою на петлю та ґудзик.  Горловина оброблена бейкою. Рукав реглан, довжиною ¾. Довжина виробу в розмірах 84-100 - 89 см., 104-108 - 93 см.;100% льон;;1490;0822-443.jpg,0822-443-1.jpg;;Літо 2017;Вишитий одяг;Маки,Симфонія квітів;;
0822/46/443;Сукня “Соломія”;темно-синя;Одяг/Сукні;Офісна сукня класичного стилю, прямого силуету. В бокових швах - внутрішні кишені. По пілочці розташована застібка на планку. З кожного боку від планки розміщені по три ряди защіпів. Низ виробу оздоблен вишивкою квітів. Низ рукава оброблен манжетою з застібкою на петлю та ґудзик.  Горловина оброблена бейкою. Рукав реглан, довжиною ¾. Довжина виробу в розмірах 84-100 - 89 см., 104-108 - 93 см.;100% льон;;1490;0822-443.jpg,0822-443-1.jpg;;Літо 2017;Вишитий одяг;Маки,Симфонія квітів;;
0822/48/443;Сукня “Соломія”;темно-синя;Одяг/Сукні;Офісна сукня класичного стилю, прямого силуету. В бокових швах - внутрішні кишені. По пілочці розташована застібка на планку. З кожного боку від планки розміщені по три ряди защіпів. Низ виробу оздоблен вишивкою квітів. Низ рукава оброблен манжетою з застібкою на петлю та ґудзик.  Горловина оброблена бейкою. Рукав реглан, довжиною ¾. Довжина виробу в розмірах 84-100 - 89 см., 104-108 - 93 см.;100% льон;;1490;0822-443.jpg,0822-443-1.jpg;;Літо 2017;Вишитий одяг;Маки,Симфонія квітів;;
0822/50/443;Сукня “Соломія”;темно-синя;Одяг/Сукні;Офісна сукня класичного стилю, прямого силуету. В бокових швах - внутрішні кишені. По пілочці розташована застібка на планку. З кожного боку від планки розміщені по три ряди защіпів. Низ виробу оздоблен вишивкою квітів. Низ рукава оброблен манжетою з застібкою на петлю та ґудзик.  Горловина оброблена бейкою. Рукав реглан, довжиною ¾. Довжина виробу в розмірах 84-100 - 89 см., 104-108 - 93 см.;100% льон;;1490;0822-443.jpg,0822-443-1.jpg;;Літо 2017;Вишитий одяг;Маки,Симфонія квітів;;
0822/52/443;Сукня “Соломія”;темно-синя;Одяг/Сукні;Офісна сукня класичного стилю, прямого силуету. В бокових швах - внутрішні кишені. По пілочці розташована застібка на планку. З кожного боку від планки розміщені по три ряди защіпів. Низ виробу оздоблен вишивкою квітів. Низ рукава оброблен манжетою з застібкою на петлю та ґудзик.  Горловина оброблена бейкою. Рукав реглан, довжиною ¾. Довжина виробу в розмірах 84-100 - 89 см., 104-108 - 93 см.;100% льон;;1490;0822-443.jpg,0822-443-1.jpg;;Літо 2017;Вишитий одяг;Маки,Симфонія квітів;;
0822/54/443;Сукня “Соломія”;темно-синя;Одяг/Сукні;Офісна сукня класичного стилю, прямого силуету. В бокових швах - внутрішні кишені. По пілочці розташована застібка на планку. З кожного боку від планки розміщені по три ряди защіпів. Низ виробу оздоблен вишивкою квітів. Низ рукава оброблен манжетою з застібкою на петлю та ґудзик.  Горловина оброблена бейкою. Рукав реглан, довжиною ¾. Довжина виробу в розмірах 84-100 - 89 см., 104-108 - 93 см.;100% льон;;1490;0822-443.jpg,0822-443-1.jpg;;Літо 2017;Вишитий одяг;Маки,Симфонія квітів;;
0798/42/1309;Сукня “Корнелія”;молочно-червона;Одяг/Сукні;Сучасна, вишукана сукня класичного стилю, прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;100% льон;;1390;0798-1309.jpg,0798-1309-2.jpg;*****;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс;Знижка;590
0798/44/1309;Сукня “Корнелія”;молочно-червона;Одяг/Сукні;Сучасна, вишукана сукня класичного стилю, прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;100% льон;;1390;0798-1309.jpg,0798-1309-2.jpg;;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс;Знижка;590
0798/46/1309;Сукня “Корнелія”;молочно-червона;Одяг/Сукні;Сучасна, вишукана сукня класичного стилю, прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;100% льон;;1390;0798-1309.jpg,0798-1309-2.jpg;;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс;Знижка;590
0798/48/1309;Сукня “Корнелія”;молочно-червона;Одяг/Сукні;Сучасна, вишукана сукня класичного стилю, прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;100% льон;;1390;0798-1309.jpg,0798-1309-2.jpg;;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс;Знижка;590
0798/50/1309;Сукня “Корнелія”;молочно-червона;Одяг/Сукні;Сучасна, вишукана сукня класичного стилю, прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;100% льон;;1390;0798-1309.jpg,0798-1309-2.jpg;;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс;Знижка;590
0798/52/1309;Сукня “Корнелія”;молочно-червона;Одяг/Сукні;Сучасна, вишукана сукня класичного стилю, прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;100% льон;;1390;0798-1309.jpg,0798-1309-2.jpg;;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс;Знижка;590
0798/54/1309;Сукня “Корнелія”;молочно-червона;Одяг/Сукні;Сучасна, вишукана сукня класичного стилю, прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;100% льон;;1390;0798-1309.jpg,0798-1309-2.jpg;;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс;Знижка;590
0798/42/474;Сукня “Корнелія”;молочно-синя;Одяг/Сукні;Сучасна, вишукана сукня класичного стилю, прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;100% льон;;1390;0798-474.jpg,0798-474-2.jpg;;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс;Знижка;590
0798/44/474;Сукня “Корнелія”;молочно-синя;Одяг/Сукні;Сучасна, вишукана сукня класичного стилю, прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;100% льон;;1390;0798-474.jpg,0798-474-2.jpg;;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс;Знижка;590
0798/46/474;Сукня “Корнелія”;молочно-синя;Одяг/Сукні;Сучасна, вишукана сукня класичного стилю, прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;100% льон;;1390;0798-474.jpg,0798-474-2.jpg;;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс;Знижка;590
0798/48/474;Сукня “Корнелія”;молочно-синя;Одяг/Сукні;Сучасна, вишукана сукня класичного стилю, прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;100% льон;;1390;0798-474.jpg,0798-474-2.jpg;;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс;Знижка;590
0798/50/474;Сукня “Корнелія”;молочно-синя;Одяг/Сукні;Сучасна, вишукана сукня класичного стилю, прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;100% льон;;1390;0798-474.jpg,0798-474-2.jpg;;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс;Знижка;590
0798/52/474;Сукня “Корнелія”;молочно-синя;Одяг/Сукні;Сучасна, вишукана сукня класичного стилю, прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;100% льон;;1390;0798-474.jpg,0798-474-2.jpg;;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс;Знижка;590
0798/54/474;Сукня “Корнелія”;молочно-синя;Одяг/Сукні;Сучасна, вишукана сукня класичного стилю, прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;100% льон;;1390;0798-474.jpg,0798-474-2.jpg;;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс;Знижка;590
0798/42/504;Сукня “Корнелія”;молочно-кавова;Одяг/Сукні;Сучасна, вишукана сукня класичного стилю, прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;100% льон;;1390;0798-504.jpg,0798-504-2.jpg;;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс;Знижка;590
0798/44/504;Сукня “Корнелія”;молочно-кавова;Одяг/Сукні;Сучасна, вишукана сукня класичного стилю, прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;100% льон;;1390;0798-504.jpg,0798-504-2.jpg;;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс;Знижка;590
0798/46/504;Сукня “Корнелія”;молочно-кавова;Одяг/Сукні;Сучасна, вишукана сукня класичного стилю, прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;100% льон;;1390;0798-504.jpg,0798-504-2.jpg;;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс;Знижка;590
0798/48/504;Сукня “Корнелія”;молочно-кавова;Одяг/Сукні;Сучасна, вишукана сукня класичного стилю, прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;100% льон;;1390;0798-504.jpg,0798-504-2.jpg;;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс;Знижка;590
0798/50/504;Сукня “Корнелія”;молочно-кавова;Одяг/Сукні;Сучасна, вишукана сукня класичного стилю, прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;100% льон;;1390;0798-504.jpg,0798-504-2.jpg;;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс;Знижка;590
0798/52/504;Сукня “Корнелія”;молочно-кавова;Одяг/Сукні;Сучасна, вишукана сукня класичного стилю, прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;100% льон;;1390;0798-504.jpg,0798-504-2.jpg;;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс;Знижка;590
0798/54/504;Сукня “Корнелія”;молочно-кавова;Одяг/Сукні;Сучасна, вишукана сукня класичного стилю, прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;100% льон;;1390;0798-504.jpg,0798-504-2.jpg;;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс;Знижка;590
0798/42/908;Сукня “Корнелія”;молочно-оливкова;Одяг/Сукні;Сучасна, вишукана сукня класичного стилю, прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;100% льон;;1390;0798-908.jpg,0798-908-2.jpg;;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс;Знижка;590
0798/44/908;Сукня “Корнелія”;молочно-оливкова;Одяг/Сукні;Сучасна, вишукана сукня класичного стилю, прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;100% льон;;1390;0798-908.jpg,0798-908-2.jpg;;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс;Знижка;590
