Артикул;Название;Цвет;Категория;Описание;Состав;Размер;Цена;Изображение;Основной цвет;Коллекция;Группа;Тема;Название акции;Скидка
0799/42/690;Сукня “Актуаль”;терракотова;Одяг/Сукні;Сучасна, довга сукня, без рукавів, з круглою горловиною та застібкою по пілочкам на петлі та ґудзики. Спідниця сукні пришита накладним швом до верхньої частини і має декоративний пасок з льняних ниток. В бічних швах розташовані внутрішні ккшені. Довдина сукні 132 см.;Льон 100%;;1490;0799-690.jpg,0799-690-1.jpg;;Літо 2017;Поема про бохо,Вікенд;;;
0799/44/690;Сукня “Актуаль”;терракотова;Одяг/Сукні;Сучасна, довга сукня, без рукавів, з круглою горловиною та застібкою по пілочкам на петлі та ґудзики. Спідниця сукні пришита накладним швом до верхньої частини і має декоративний пасок з льняних ниток. В бічних швах розташовані внутрішні ккшені. Довдина сукні 132 см.;Льон 100%;;1490;0799-690.jpg,0799-690-1.jpg;;Літо 2017;Поема про бохо,Вікенд;;;
0799/46/690;Сукня “Актуаль”;терракотова;Одяг/Сукні;Сучасна, довга сукня, без рукавів, з круглою горловиною та застібкою по пілочкам на петлі та ґудзики. Спідниця сукні пришита накладним швом до верхньої частини і має декоративний пасок з льняних ниток. В бічних швах розташовані внутрішні ккшені. Довдина сукні 132 см.;Льон 100%;;1490;0799-690.jpg,0799-690-1.jpg;;Літо 2017;Поема про бохо,Вікенд;;;
0799/48/690;Сукня “Актуаль”;терракотова;Одяг/Сукні;Сучасна, довга сукня, без рукавів, з круглою горловиною та застібкою по пілочкам на петлі та ґудзики. Спідниця сукні пришита накладним швом до верхньої частини і має декоративний пасок з льняних ниток. В бічних швах розташовані внутрішні ккшені. Довдина сукні 132 см.;Льон 100%;;1490;0799-690.jpg,0799-690-1.jpg;;Літо 2017;Поема про бохо,Вікенд;;;
0799/42/8;Сукня “Актуаль”;хаккі;Одяг/Сукні;Сучасна, довга сукня, без рукавів, з круглою горловиною та застібкою по пілочкам на петлі та ґудзики. Спідниця сукні пришита накладним швом до верхньої частини і має декоративний пасок з льняних ниток. В бічних швах розташовані внутрішні ккшені. Довдина сукні 132 см.;Льон 100%;;1490;0799-8.jpg,0799-8-1.jpg;;Літо 2017;Поема про бохо,Вікенд;;;
0799/44/8;Сукня “Актуаль”;хаккі;Одяг/Сукні;Сучасна, довга сукня, без рукавів, з круглою горловиною та застібкою по пілочкам на петлі та ґудзики. Спідниця сукні пришита накладним швом до верхньої частини і має декоративний пасок з льняних ниток. В бічних швах розташовані внутрішні ккшені. Довдина сукні 132 см.;Льон 100%;;1490;0799-8.jpg,0799-8-1.jpg;;Літо 2017;Поема про бохо,Вікенд;;;
0799/46/8;Сукня “Актуаль”;хаккі;Одяг/Сукні;Сучасна, довга сукня, без рукавів, з круглою горловиною та застібкою по пілочкам на петлі та ґудзики. Спідниця сукні пришита накладним швом до верхньої частини і має декоративний пасок з льняних ниток. В бічних швах розташовані внутрішні ккшені. Довдина сукні 132 см.;Льон 100%;;1490;0799-8.jpg,0799-8-1.jpg;;Літо 2017;Поема про бохо,Вікенд;;;
0799/48/8;Сукня “Актуаль”;хаккі;Одяг/Сукні;Сучасна, довга сукня, без рукавів, з круглою горловиною та застібкою по пілочкам на петлі та ґудзики. Спідниця сукні пришита накладним швом до верхньої частини і має декоративний пасок з льняних ниток. В бічних швах розташовані внутрішні ккшені. Довдина сукні 132 см.;Льон 100%;;1490;0799-8.jpg,0799-8-1.jpg;;Літо 2017;Поема про бохо,Вікенд;;;
0802/42/1283;Сукня “Айоланта”;бордова;Одяг/Сукні;Сучасна офісна сукня з довгим рукавом реглан. Горловина кругла, по переду розташована планка, чка оздоблена частково контрастною стрічкою. Планка застібається  на петлі та ґудзики. Також контрастна стрічка розташована по обтачці горловини спинки та патам рукавів. В рельєфних швах розташовані внутрішні кишені отстрочені оздоблювальною стрічкою. Силует – полу прилеглий. Стиль сукні – спортивний. Довжина сукні 123 см. Довжина рукава реглан 63 см.;Льон 100%;;1490;0802-1283.jpg,0802-1283-1.jpg;*****;Літо 2017;Поема про бохо,Вікенд;;Знижка;990
0802/44/1283;Сукня “Айоланта”;бордова;Одяг/Сукні;Сучасна офісна сукня з довгим рукавом реглан. Горловина кругла, по переду розташована планка, чка оздоблена частково контрастною стрічкою. Планка застібається  на петлі та ґудзики. Також контрастна стрічка розташована по обтачці горловини спинки та патам рукавів. В рельєфних швах розташовані внутрішні кишені отстрочені оздоблювальною стрічкою. Силует – полу прилеглий. Стиль сукні – спортивний. Довжина сукні 123 см. Довжина рукава реглан 63 см.;Льон 100%;;1490;0802-1283.jpg,0802-1283-1.jpg;;Літо 2017;Поема про бохо,Вікенд;;Знижка;990
0802/46/1283;Сукня “Айоланта”;бордова;Одяг/Сукні;Сучасна офісна сукня з довгим рукавом реглан. Горловина кругла, по переду розташована планка, чка оздоблена частково контрастною стрічкою. Планка застібається  на петлі та ґудзики. Також контрастна стрічка розташована по обтачці горловини спинки та патам рукавів. В рельєфних швах розташовані внутрішні кишені отстрочені оздоблювальною стрічкою. Силует – полу прилеглий. Стиль сукні – спортивний. Довжина сукні 123 см. Довжина рукава реглан 63 см.;Льон 100%;;1490;0802-1283.jpg,0802-1283-1.jpg;;Літо 2017;Поема про бохо,Вікенд;;Знижка;990
0802/48/1283;Сукня “Айоланта”;бордова;Одяг/Сукні;Сучасна офісна сукня з довгим рукавом реглан. Горловина кругла, по переду розташована планка, чка оздоблена частково контрастною стрічкою. Планка застібається  на петлі та ґудзики. Також контрастна стрічка розташована по обтачці горловини спинки та патам рукавів. В рельєфних швах розташовані внутрішні кишені отстрочені оздоблювальною стрічкою. Силует – полу прилеглий. Стиль сукні – спортивний. Довжина сукні 123 см. Довжина рукава реглан 63 см.;Льон 100%;;1490;0802-1283.jpg,0802-1283-1.jpg;;Літо 2017;Поема про бохо,Вікенд;;Знижка;990
0802/50/1283;Сукня “Айоланта”;бордова;Одяг/Сукні;Сучасна офісна сукня з довгим рукавом реглан. Горловина кругла, по переду розташована планка, чка оздоблена частково контрастною стрічкою. Планка застібається  на петлі та ґудзики. Також контрастна стрічка розташована по обтачці горловини спинки та патам рукавів. В рельєфних швах розташовані внутрішні кишені отстрочені оздоблювальною стрічкою. Силует – полу прилеглий. Стиль сукні – спортивний. Довжина сукні 123 см. Довжина рукава реглан 63 см.;Льон 100%;;1490;0802-1283.jpg,0802-1283-1.jpg;;Літо 2017;Поема про бохо,Вікенд;;Знижка;990
0802/52/1283;Сукня “Айоланта”;бордова;Одяг/Сукні;Сучасна офісна сукня з довгим рукавом реглан. Горловина кругла, по переду розташована планка, чка оздоблена частково контрастною стрічкою. Планка застібається  на петлі та ґудзики. Також контрастна стрічка розташована по обтачці горловини спинки та патам рукавів. В рельєфних швах розташовані внутрішні кишені отстрочені оздоблювальною стрічкою. Силует – полу прилеглий. Стиль сукні – спортивний. Довжина сукні 123 см. Довжина рукава реглан 63 см.;Льон 100%;;1490;0802-1283.jpg,0802-1283-1.jpg;;Літо 2017;Поема про бохо,Вікенд;;Знижка;990
0802/54/1283;Сукня “Айоланта”;бордова;Одяг/Сукні;Сучасна офісна сукня з довгим рукавом реглан. Горловина кругла, по переду розташована планка, чка оздоблена частково контрастною стрічкою. Планка застібається  на петлі та ґудзики. Також контрастна стрічка розташована по обтачці горловини спинки та патам рукавів. В рельєфних швах розташовані внутрішні кишені отстрочені оздоблювальною стрічкою. Силует – полу прилеглий. Стиль сукні – спортивний. Довжина сукні 123 см. Довжина рукава реглан 63 см.;Льон 100%;;1490;0802-1283.jpg,0802-1283-1.jpg;;Літо 2017;Поема про бохо,Вікенд;;Знижка;990
0802/42/1381;Сукня “Айоланта”;синьо-сіра;Одяг/Сукні;Сучасна офісна сукня з довгим рукавом реглан. Горловина кругла, по переду розташована планка, чка оздоблена частково контрастною стрічкою. Планка застібається  на петлі та ґудзики. Також контрастна стрічка розташована по обтачці горловини спинки та патам рукавів. В рельєфних швах розташовані внутрішні кишені отстрочені оздоблювальною стрічкою. Силует – полу прилеглий. Стиль сукні – спортивний. Довжина сукні 123 см. Довжина рукава реглан 63 см.;Льон 100%;;1490;0802-1381.jpg,0802-1381-1.jpg;;Літо 2017;Поема про бохо,Вікенд;;Знижка;990
0802/44/1381;Сукня “Айоланта”;синьо-сіра;Одяг/Сукні;Сучасна офісна сукня з довгим рукавом реглан. Горловина кругла, по переду розташована планка, чка оздоблена частково контрастною стрічкою. Планка застібається  на петлі та ґудзики. Також контрастна стрічка розташована по обтачці горловини спинки та патам рукавів. В рельєфних швах розташовані внутрішні кишені отстрочені оздоблювальною стрічкою. Силует – полу прилеглий. Стиль сукні – спортивний. Довжина сукні 123 см. Довжина рукава реглан 63 см.;Льон 100%;;1490;0802-1381.jpg,0802-1381-1.jpg;;Літо 2017;Поема про бохо,Вікенд;;Знижка;990
0802/46/1381;Сукня “Айоланта”;синьо-сіра;Одяг/Сукні;Сучасна офісна сукня з довгим рукавом реглан. Горловина кругла, по переду розташована планка, чка оздоблена частково контрастною стрічкою. Планка застібається  на петлі та ґудзики. Також контрастна стрічка розташована по обтачці горловини спинки та патам рукавів. В рельєфних швах розташовані внутрішні кишені отстрочені оздоблювальною стрічкою. Силует – полу прилеглий. Стиль сукні – спортивний. Довжина сукні 123 см. Довжина рукава реглан 63 см.;Льон 100%;;1490;0802-1381.jpg,0802-1381-1.jpg;;Літо 2017;Поема про бохо,Вікенд;;Знижка;990
0802/48/1381;Сукня “Айоланта”;синьо-сіра;Одяг/Сукні;Сучасна офісна сукня з довгим рукавом реглан. Горловина кругла, по переду розташована планка, чка оздоблена частково контрастною стрічкою. Планка застібається  на петлі та ґудзики. Також контрастна стрічка розташована по обтачці горловини спинки та патам рукавів. В рельєфних швах розташовані внутрішні кишені отстрочені оздоблювальною стрічкою. Силует – полу прилеглий. Стиль сукні – спортивний. Довжина сукні 123 см. Довжина рукава реглан 63 см.;Льон 100%;;1490;0802-1381.jpg,0802-1381-1.jpg;;Літо 2017;Поема про бохо,Вікенд;;Знижка;990
0802/50/1381;Сукня “Айоланта”;синьо-сіра;Одяг/Сукні;Сучасна офісна сукня з довгим рукавом реглан. Горловина кругла, по переду розташована планка, чка оздоблена частково контрастною стрічкою. Планка застібається  на петлі та ґудзики. Також контрастна стрічка розташована по обтачці горловини спинки та патам рукавів. В рельєфних швах розташовані внутрішні кишені отстрочені оздоблювальною стрічкою. Силует – полу прилеглий. Стиль сукні – спортивний. Довжина сукні 123 см. Довжина рукава реглан 63 см.;Льон 100%;;1490;0802-1381.jpg,0802-1381-1.jpg;;Літо 2017;Поема про бохо,Вікенд;;Знижка;990
0802/52/1381;Сукня “Айоланта”;синьо-сіра;Одяг/Сукні;Сучасна офісна сукня з довгим рукавом реглан. Горловина кругла, по переду розташована планка, чка оздоблена частково контрастною стрічкою. Планка застібається  на петлі та ґудзики. Також контрастна стрічка розташована по обтачці горловини спинки та патам рукавів. В рельєфних швах розташовані внутрішні кишені отстрочені оздоблювальною стрічкою. Силует – полу прилеглий. Стиль сукні – спортивний. Довжина сукні 123 см. Довжина рукава реглан 63 см.;Льон 100%;;1490;0802-1381.jpg,0802-1381-1.jpg;;Літо 2017;Поема про бохо,Вікенд;;Знижка;990
0802/54/1381;Сукня “Айоланта”;синьо-сіра;Одяг/Сукні;Сучасна офісна сукня з довгим рукавом реглан. Горловина кругла, по переду розташована планка, чка оздоблена частково контрастною стрічкою. Планка застібається  на петлі та ґудзики. Також контрастна стрічка розташована по обтачці горловини спинки та патам рукавів. В рельєфних швах розташовані внутрішні кишені отстрочені оздоблювальною стрічкою. Силует – полу прилеглий. Стиль сукні – спортивний. Довжина сукні 123 см. Довжина рукава реглан 63 см.;Льон 100%;;1490;0802-1381.jpg,0802-1381-1.jpg;;Літо 2017;Поема про бохо,Вікенд;;Знижка;990
0802/42/393;Сукня “Айоланта”;зелена;Одяг/Сукні;Сучасна офісна сукня з довгим рукавом реглан. Горловина кругла, по переду розташована планка, чка оздоблена частково контрастною стрічкою. Планка застібається  на петлі та ґудзики. Також контрастна стрічка розташована по обтачці горловини спинки та патам рукавів. В рельєфних швах розташовані внутрішні кишені отстрочені оздоблювальною стрічкою. Силует – полу прилеглий. Стиль сукні – спортивний. Довжина сукні 123 см. Довжина рукава реглан 63 см.;Льон 100%;;1490;0802-39.jpg,0802-39-1.jpg;;Літо 2017;Поема про бохо,Вікенд;;Знижка;990
0802/44/393;Сукня “Айоланта”;зелена;Одяг/Сукні;Сучасна офісна сукня з довгим рукавом реглан. Горловина кругла, по переду розташована планка, чка оздоблена частково контрастною стрічкою. Планка застібається  на петлі та ґудзики. Також контрастна стрічка розташована по обтачці горловини спинки та патам рукавів. В рельєфних швах розташовані внутрішні кишені отстрочені оздоблювальною стрічкою. Силует – полу прилеглий. Стиль сукні – спортивний. Довжина сукні 123 см. Довжина рукава реглан 63 см.;Льон 100%;;1490;0802-39.jpg,0802-39-1.jpg;;Літо 2017;Поема про бохо,Вікенд;;Знижка;990
0802/46/393;Сукня “Айоланта”;зелена;Одяг/Сукні;Сучасна офісна сукня з довгим рукавом реглан. Горловина кругла, по переду розташована планка, чка оздоблена частково контрастною стрічкою. Планка застібається  на петлі та ґудзики. Також контрастна стрічка розташована по обтачці горловини спинки та патам рукавів. В рельєфних швах розташовані внутрішні кишені отстрочені оздоблювальною стрічкою. Силует – полу прилеглий. Стиль сукні – спортивний. Довжина сукні 123 см. Довжина рукава реглан 63 см.;Льон 100%;;1490;0802-39.jpg,0802-39-1.jpg;;Літо 2017;Поема про бохо,Вікенд;;Знижка;990
0802/48/393;Сукня “Айоланта”;зелена;Одяг/Сукні;Сучасна офісна сукня з довгим рукавом реглан. Горловина кругла, по переду розташована планка, чка оздоблена частково контрастною стрічкою. Планка застібається  на петлі та ґудзики. Також контрастна стрічка розташована по обтачці горловини спинки та патам рукавів. В рельєфних швах розташовані внутрішні кишені отстрочені оздоблювальною стрічкою. Силует – полу прилеглий. Стиль сукні – спортивний. Довжина сукні 123 см. Довжина рукава реглан 63 см.;Льон 100%;;1490;0802-39.jpg,0802-39-1.jpg;;Літо 2017;Поема про бохо,Вікенд;;Знижка;990
0802/50/393;Сукня “Айоланта”;зелена;Одяг/Сукні;Сучасна офісна сукня з довгим рукавом реглан. Горловина кругла, по переду розташована планка, чка оздоблена частково контрастною стрічкою. Планка застібається  на петлі та ґудзики. Також контрастна стрічка розташована по обтачці горловини спинки та патам рукавів. В рельєфних швах розташовані внутрішні кишені отстрочені оздоблювальною стрічкою. Силует – полу прилеглий. Стиль сукні – спортивний. Довжина сукні 123 см. Довжина рукава реглан 63 см.;Льон 100%;;1490;0802-39.jpg,0802-39-1.jpg;;Літо 2017;Поема про бохо,Вікенд;;Знижка;990
0802/52/393;Сукня “Айоланта”;зелена;Одяг/Сукні;Сучасна офісна сукня з довгим рукавом реглан. Горловина кругла, по переду розташована планка, чка оздоблена частково контрастною стрічкою. Планка застібається  на петлі та ґудзики. Також контрастна стрічка розташована по обтачці горловини спинки та патам рукавів. В рельєфних швах розташовані внутрішні кишені отстрочені оздоблювальною стрічкою. Силует – полу прилеглий. Стиль сукні – спортивний. Довжина сукні 123 см. Довжина рукава реглан 63 см.;Льон 100%;;1490;0802-39.jpg,0802-39-1.jpg;;Літо 2017;Поема про бохо,Вікенд;;Знижка;990
0802/54/393;Сукня “Айоланта”;зелена;Одяг/Сукні;Сучасна офісна сукня з довгим рукавом реглан. Горловина кругла, по переду розташована планка, чка оздоблена частково контрастною стрічкою. Планка застібається  на петлі та ґудзики. Також контрастна стрічка розташована по обтачці горловини спинки та патам рукавів. В рельєфних швах розташовані внутрішні кишені отстрочені оздоблювальною стрічкою. Силует – полу прилеглий. Стиль сукні – спортивний. Довжина сукні 123 см. Довжина рукава реглан 63 см.;Льон 100%;;1490;0802-39.jpg,0802-39-1.jpg;;Літо 2017;Поема про бохо,Вікенд;;Знижка;990
0788/44/1140;Сукня “Кантрі”;коралова;Одяг/Сукні;Стиль «бохо» - це завжди модно. Саме в цьому стилі пошита сукня «Кантрі». Обробка виробу – вишивка по центральній частині переду, низу переду і спинки. Силует – полуприлеглий, в бічних швах розташовані внутрішні кишені, а внизу розрізи для свободи руху. Рукава вшивні, їх можна закочувати і застібати на петлю і ґудзик, розташованих на паті. По спинці розташована куліса для регулювання прилягання по талії. Довжина рукава 46,5 см. Довжина виробу по спинці 122 см.;Льон 100%;;1490;0788-1140.jpg,0788-1140-1.jpg;;Літо 2017;Поема про бохо,Вікенд;;;
0788/46/1140;Сукня “Кантрі”;коралова;Одяг/Сукні;Стиль «бохо» - це завжди модно. Саме в цьому стилі пошита сукня «Кантрі». Обробка виробу – вишивка по центральній частині переду, низу переду і спинки. Силует – полуприлеглий, в бічних швах розташовані внутрішні кишені, а внизу розрізи для свободи руху. Рукава вшивні, їх можна закочувати і застібати на петлю і ґудзик, розташованих на паті. По спинці розташована куліса для регулювання прилягання по талії. Довжина рукава 46,5 см. Довжина виробу по спинці 122 см.;Льон 100%;;1490;0788-1140.jpg,0788-1140-1.jpg;;Літо 2017;Поема про бохо,Вікенд;;;
0788/48/1140;Сукня “Кантрі”;коралова;Одяг/Сукні;Стиль «бохо» - це завжди модно. Саме в цьому стилі пошита сукня «Кантрі». Обробка виробу – вишивка по центральній частині переду, низу переду і спинки. Силует – полуприлеглий, в бічних швах розташовані внутрішні кишені, а внизу розрізи для свободи руху. Рукава вшивні, їх можна закочувати і застібати на петлю і ґудзик, розташованих на паті. По спинці розташована куліса для регулювання прилягання по талії. Довжина рукава 46,5 см. Довжина виробу по спинці 122 см.;Льон 100%;;1490;0788-1140.jpg,0788-1140-1.jpg;;Літо 2017;Поема про бохо,Вікенд;;;
0788/50/1140;Сукня “Кантрі”;коралова;Одяг/Сукні;Стиль «бохо» - це завжди модно. Саме в цьому стилі пошита сукня «Кантрі». Обробка виробу – вишивка по центральній частині переду, низу переду і спинки. Силует – полуприлеглий, в бічних швах розташовані внутрішні кишені, а внизу розрізи для свободи руху. Рукава вшивні, їх можна закочувати і застібати на петлю і ґудзик, розташованих на паті. По спинці розташована куліса для регулювання прилягання по талії. Довжина рукава 46,5 см. Довжина виробу по спинці 122 см.;Льон 100%;;1490;0788-1140.jpg,0788-1140-1.jpg;;Літо 2017;Поема про бохо,Вікенд;;;
0788/52/1140;Сукня “Кантрі”;коралова;Одяг/Сукні;Стиль «бохо» - це завжди модно. Саме в цьому стилі пошита сукня «Кантрі». Обробка виробу – вишивка по центральній частині переду, низу переду і спинки. Силует – полуприлеглий, в бічних швах розташовані внутрішні кишені, а внизу розрізи для свободи руху. Рукава вшивні, їх можна закочувати і застібати на петлю і ґудзик, розташованих на паті. По спинці розташована куліса для регулювання прилягання по талії. Довжина рукава 46,5 см. Довжина виробу по спинці 122 см.;Льон 100%;;1490;0788-1140.jpg,0788-1140-1.jpg;;Літо 2017;Поема про бохо,Вікенд;;;
0788/54/1140;Сукня “Кантрі”;коралова;Одяг/Сукні;Стиль «бохо» - це завжди модно. Саме в цьому стилі пошита сукня «Кантрі». Обробка виробу – вишивка по центральній частині переду, низу переду і спинки. Силует – полуприлеглий, в бічних швах розташовані внутрішні кишені, а внизу розрізи для свободи руху. Рукава вшивні, їх можна закочувати і застібати на петлю і ґудзик, розташованих на паті. По спинці розташована куліса для регулювання прилягання по талії. Довжина рукава 46,5 см. Довжина виробу по спинці 122 см.;Льон 100%;;1490;0788-1140.jpg,0788-1140-1.jpg;;Літо 2017;Поема про бохо,Вікенд;;;
0788/44/1234;Сукня “Кантрі”;бірюзова;Одяг/Сукні;Стиль «бохо» - це завжди модно. Саме в цьому стилі пошита сукня «Кантрі». Обробка виробу – вишивка по центральній частині переду, низу переду і спинки. Силует – полуприлеглий, в бічних швах розташовані внутрішні кишені, а внизу розрізи для свободи руху. Рукава вшивні, їх можна закочувати і застібати на петлю і ґудзик, розташованих на паті. По спинці розташована куліса для регулювання прилягання по талії. Довжина рукава 46,5 см. Довжина виробу по спинці 122 см.;Льон 100%;;1490;0788-1234.jpg,0788-1234-1.jpg;*****;Літо 2017;Поема про бохо,Вікенд;;;
0788/46/1234;Сукня “Кантрі”;бірюзова;Одяг/Сукні;Стиль «бохо» - це завжди модно. Саме в цьому стилі пошита сукня «Кантрі». Обробка виробу – вишивка по центральній частині переду, низу переду і спинки. Силует – полуприлеглий, в бічних швах розташовані внутрішні кишені, а внизу розрізи для свободи руху. Рукава вшивні, їх можна закочувати і застібати на петлю і ґудзик, розташованих на паті. По спинці розташована куліса для регулювання прилягання по талії. Довжина рукава 46,5 см. Довжина виробу по спинці 122 см.;Льон 100%;;1490;0788-1234.jpg,0788-1234-1.jpg;;Літо 2017;Поема про бохо,Вікенд;;;
0788/48/1234;Сукня “Кантрі”;бірюзова;Одяг/Сукні;Стиль «бохо» - це завжди модно. Саме в цьому стилі пошита сукня «Кантрі». Обробка виробу – вишивка по центральній частині переду, низу переду і спинки. Силует – полуприлеглий, в бічних швах розташовані внутрішні кишені, а внизу розрізи для свободи руху. Рукава вшивні, їх можна закочувати і застібати на петлю і ґудзик, розташованих на паті. По спинці розташована куліса для регулювання прилягання по талії. Довжина рукава 46,5 см. Довжина виробу по спинці 122 см.;Льон 100%;;1490;0788-1234.jpg,0788-1234-1.jpg;;Літо 2017;Поема про бохо,Вікенд;;;
0788/50/1234;Сукня “Кантрі”;бірюзова;Одяг/Сукні;Стиль «бохо» - це завжди модно. Саме в цьому стилі пошита сукня «Кантрі». Обробка виробу – вишивка по центральній частині переду, низу переду і спинки. Силует – полуприлеглий, в бічних швах розташовані внутрішні кишені, а внизу розрізи для свободи руху. Рукава вшивні, їх можна закочувати і застібати на петлю і ґудзик, розташованих на паті. По спинці розташована куліса для регулювання прилягання по талії. Довжина рукава 46,5 см. Довжина виробу по спинці 122 см.;Льон 100%;;1490;0788-1234.jpg,0788-1234-1.jpg;;Літо 2017;Поема про бохо,Вікенд;;;
0788/54/1234;Сукня “Кантрі”;бірюзова;Одяг/Сукні;Стиль «бохо» - це завжди модно. Саме в цьому стилі пошита сукня «Кантрі». Обробка виробу – вишивка по центральній частині переду, низу переду і спинки. Силует – полуприлеглий, в бічних швах розташовані внутрішні кишені, а внизу розрізи для свободи руху. Рукава вшивні, їх можна закочувати і застібати на петлю і ґудзик, розташованих на паті. По спинці розташована куліса для регулювання прилягання по талії. Довжина рукава 46,5 см. Довжина виробу по спинці 122 см.;Льон 100%;;1490;0788-1234.jpg,0788-1234-1.jpg;;Літо 2017;Поема про бохо,Вікенд;;;
0788/44/330;Сукня “Кантрі”;сіра;Одяг/Сукні;Стиль «бохо» - це завжди модно. Саме в цьому стилі пошита сукня «Кантрі». Обробка виробу – вишивка по центральній частині переду, низу переду і спинки. Силует – полуприлеглий, в бічних швах розташовані внутрішні кишені, а внизу розрізи для свободи руху. Рукава вшивні, їх можна закочувати і застібати на петлю і ґудзик, розташованих на паті. По спинці розташована куліса для регулювання прилягання по талії. Довжина рукава 46,5 см. Довжина виробу по спинці 122 см.;Льон 100%;;1490;0788-330.jpg,0788-330-1.jpg;;Літо 2017;Поема про бохо,Вікенд;;;
0788/46/330;Сукня “Кантрі”;сіра;Одяг/Сукні;Стиль «бохо» - це завжди модно. Саме в цьому стилі пошита сукня «Кантрі». Обробка виробу – вишивка по центральній частині переду, низу переду і спинки. Силует – полуприлеглий, в бічних швах розташовані внутрішні кишені, а внизу розрізи для свободи руху. Рукава вшивні, їх можна закочувати і застібати на петлю і ґудзик, розташованих на паті. По спинці розташована куліса для регулювання прилягання по талії. Довжина рукава 46,5 см. Довжина виробу по спинці 122 см.;Льон 100%;;1490;0788-330.jpg,0788-330-1.jpg;;Літо 2017;Поема про бохо,Вікенд;;;
0788/48/330;Сукня “Кантрі”;сіра;Одяг/Сукні;Стиль «бохо» - це завжди модно. Саме в цьому стилі пошита сукня «Кантрі». Обробка виробу – вишивка по центральній частині переду, низу переду і спинки. Силует – полуприлеглий, в бічних швах розташовані внутрішні кишені, а внизу розрізи для свободи руху. Рукава вшивні, їх можна закочувати і застібати на петлю і ґудзик, розташованих на паті. По спинці розташована куліса для регулювання прилягання по талії. Довжина рукава 46,5 см. Довжина виробу по спинці 122 см.;Льон 100%;;1490;0788-330.jpg,0788-330-1.jpg;;Літо 2017;Поема про бохо,Вікенд;;;
0788/50/330;Сукня “Кантрі”;сіра;Одяг/Сукні;Стиль «бохо» - це завжди модно. Саме в цьому стилі пошита сукня «Кантрі». Обробка виробу – вишивка по центральній частині переду, низу переду і спинки. Силует – полуприлеглий, в бічних швах розташовані внутрішні кишені, а внизу розрізи для свободи руху. Рукава вшивні, їх можна закочувати і застібати на петлю і ґудзик, розташованих на паті. По спинці розташована куліса для регулювання прилягання по талії. Довжина рукава 46,5 см. Довжина виробу по спинці 122 см.;Льон 100%;;1490;0788-330.jpg,0788-330-1.jpg;;Літо 2017;Поема про бохо,Вікенд;;;
0788/52/330;Сукня “Кантрі”;сіра;Одяг/Сукні;Стиль «бохо» - це завжди модно. Саме в цьому стилі пошита сукня «Кантрі». Обробка виробу – вишивка по центральній частині переду, низу переду і спинки. Силует – полуприлеглий, в бічних швах розташовані внутрішні кишені, а внизу розрізи для свободи руху. Рукава вшивні, їх можна закочувати і застібати на петлю і ґудзик, розташованих на паті. По спинці розташована куліса для регулювання прилягання по талії. Довжина рукава 46,5 см. Довжина виробу по спинці 122 см.;Льон 100%;;1490;0788-330.jpg,0788-330-1.jpg;;Літо 2017;Поема про бохо,Вікенд;;;
0788/54/330;Сукня “Кантрі”;сіра;Одяг/Сукні;Стиль «бохо» - це завжди модно. Саме в цьому стилі пошита сукня «Кантрі». Обробка виробу – вишивка по центральній частині переду, низу переду і спинки. Силует – полуприлеглий, в бічних швах розташовані внутрішні кишені, а внизу розрізи для свободи руху. Рукава вшивні, їх можна закочувати і застібати на петлю і ґудзик, розташованих на паті. По спинці розташована куліса для регулювання прилягання по талії. Довжина рукава 46,5 см. Довжина виробу по спинці 122 см.;Льон 100%;;1490;0788-330.jpg,0788-330-1.jpg;;Літо 2017;Поема про бохо,Вікенд;;;
0788/44/1279;Сукня “Кантрі”;волошкова;Одяг/Сукні;Стиль «бохо» - це завжди модно. Саме в цьому стилі пошита сукня «Кантрі». Обробка виробу – вишивка по центральній частині переду, низу переду і спинки. Силует – полуприлеглий, в бічних швах розташовані внутрішні кишені, а внизу розрізи для свободи руху. Рукава вшивні, їх можна закочувати і застібати на петлю і ґудзик, розташованих на паті. По спинці розташована куліса для регулювання прилягання по талії. Довжина рукава 46,5 см. Довжина виробу по спинці 122 см.;Льон 100%;;1490;0788-1279.jpg,0788-1279-1.jpg;;Літо 2017;Поема про бохо,Вікенд;;;
